file,id,status,is_cah_kat,answerable,correct_option_count,reason,curriculum
questions/05750cf8-bbbf-4123-8e69-51a47119ac5e.json,05750cf8-bbbf-4123-8e69-51a47119ac5e,published,true,true,1,Answerable (exactly one correct option),Community-based Paediatrics
questions/0591fbbc-3f64-44e6-9c3a-108feb9f67d7.json,0591fbbc-3f64-44e6-9c3a-108feb9f67d7,published,false,true,1,Answerable (exactly one correct option),Community-based Paediatrics
questions/05a56756-6eb7-5c46-b7f2-ac6677c5644e.json,05a56756-6eb7-5c46-b7f2-ac6677c5644e,published,false,true,1,Answerable (exactly one correct option),Paediatric Sub-specialties
questions/05ec50fd-3ffe-4108-afe6-7a7b0709d1cc.json,05ec50fd-3ffe-4108-afe6-7a7b0709d1cc,published,true,true,1,Answerable (exactly one correct option),Paediatric Surgery
questions/061327d1-857a-4fb8-9612-69b439a52270.json,061327d1-857a-4fb8-9612-69b439a52270,published,true,true,1,Answerable (exactly one correct option),Emergency Paediatrics
questions/061ca428-fc3f-4e96-a8e6-72cc70a333f0.json,061ca428-fc3f-4e96-a8e6-72cc70a333f0,published,true,true,1,Answerable (exactly one correct option),General Paediatrics
questions/0653ead0-2207-4cf8-868b-91732cc39991.json,0653ead0-2207-4cf8-868b-91732cc39991,published,false,true,1,Answerable (exactly one correct option),Unclassified
questions/0655fda5-bbc6-47bb-809f-7a735086fc55.json,0655fda5-bbc6-47bb-809f-7a735086fc55,published,true,true,1,Answerable (exactly one correct option),Paediatric Surgery
questions/06570f7a-d21b-5282-a686-2da109dfb6d1.json,06570f7a-d21b-5282-a686-2da109dfb6d1,published,false,true,1,Answerable (exactly one correct option),Emergency Paediatrics
questions/06591fb1-d1f1-550d-89af-cbd38e1ce3eb.json,06591fb1-d1f1-550d-89af-cbd38e1ce3eb,published,false,true,1,Answerable (exactly one correct option),Emergency Paediatrics
questions/065b222b-6b6d-5391-815a-3d2af4fa1a6c.json,065b222b-6b6d-5391-815a-3d2af4fa1a6c,published,false,true,1,Answerable (exactly one correct option),Paediatric Surgery
questions/06a60a5c-05a6-5e57-bd88-4df31534ffdb.json,06a60a5c-05a6-5e57-bd88-4df31534ffdb,published,false,true,1,Answerable (exactly one correct option),Emergency Paediatrics
questions/06a7f0cd-e3ca-4799-b44e-4eaee53a4335.json,06a7f0cd-e3ca-4799-b44e-4eaee53a4335,published,false,true,1,Answerable (exactly one correct option),Emergency Paediatrics
questions/06c3c163-d048-5dff-a115-53c38f585f2c.json,06c3c163-d048-5dff-a115-53c38f585f2c,published,false,true,1,Answerable (exactly one correct option),General Paediatrics
questions/06cdc310-129c-4a1f-be7e-83ccc6bdf175.json,06cdc310-129c-4a1f-be7e-83ccc6bdf175,published,true,true,1,Answerable (exactly one correct option),Adolescent Medicine
questions/06d5a720-9077-4628-aede-d194e8e00ca7.json,06d5a720-9077-4628-aede-d194e8e00ca7,published,true,true,1,Answerable (exactly one correct option),General Paediatrics
questions/06f1f3f2-a3d2-5862-a59d-1fc4bc67f3a7.json,06f1f3f2-a3d2-5862-a59d-1fc4bc67f3a7,published,false,true,1,Answerable (exactly one correct option),Community-based Paediatrics
questions/06f69521-b37b-40a1-a63d-c04c3e571cc3.json,06f69521-b37b-40a1-a63d-c04c3e571cc3,published,true,true,1,Answerable (exactly one correct option),Emergency Paediatrics
questions/0717430f-4ccb-4c34-abd1-b96c78a0f864.json,0717430f-4ccb-4c34-abd1-b96c78a0f864,published,true,true,1,Answerable (exactly one correct option),Paediatric Sub-specialties
questions/07219d5b-74be-445f-9ad9-b6e1eb45308d.json,07219d5b-74be-445f-9ad9-b6e1eb45308d,published,true,true,1,Answerable (exactly one correct option),Community-based Paediatrics
questions/072befc4-01ca-5267-829a-43ffbb63d449.json,072befc4-01ca-5267-829a-43ffbb63d449,published,false,true,1,Answerable (exactly one correct option),Paediatric Surgery
questions/07344dc7-e795-4d71-9fb2-665f664185d0.json,07344dc7-e795-4d71-9fb2-665f664185d0,published,true,true,1,Answerable (exactly one correct option),Community-based Paediatrics
questions/0749a602-7d7e-4f1c-b894-99d7812358d3.json,0749a602-7d7e-4f1c-b894-99d7812358d3,published,true,true,1,Answerable (exactly one correct option),Adolescent Medicine
questions/07626734-d087-5b62-989a-f0884fc14235.json,07626734-d087-5b62-989a-f0884fc14235,published,false,true,1,Answerable (exactly one correct option),Emergency Paediatrics
questions/078b25e5-419b-4eee-819f-fe6bd070ff18.json,078b25e5-419b-4eee-819f-fe6bd070ff18,published,true,true,1,Answerable (exactly one correct option),Community-based Paediatrics
questions/07b7eed6-8e53-56ae-a098-e295dbe79df8.json,07b7eed6-8e53-56ae-a098-e295dbe79df8,published,false,true,1,Answerable (exactly one correct option),Paediatric Sub-specialties
questions/07d98f25-e109-4f72-9246-987cebb1bc33.json,07d98f25-e109-4f72-9246-987cebb1bc33,published,true,true,1,Answerable (exactly one correct option),Paediatric Surgery
questions/07eb5f5e-1b2f-5485-aec2-71b8370d006c.json,07eb5f5e-1b2f-5485-aec2-71b8370d006c,published,false,true,1,Answerable (exactly one correct option),Paediatric Surgery
questions/08092ba0-55ae-539d-8c3b-d6124439f235.json,08092ba0-55ae-539d-8c3b-d6124439f235,published,false,true,1,Answerable (exactly one correct option),Paediatric Surgery
questions/08325073-1de2-4c22-b460-aee674221c19.json,08325073-1de2-4c22-b460-aee674221c19,published,true,true,1,Answerable (exactly one correct option),General Paediatrics
questions/0832cc82-ce72-5822-9e6e-45a65ccd1eea.json,0832cc82-ce72-5822-9e6e-45a65ccd1eea,published,false,true,1,Answerable (exactly one correct option),General Paediatrics
questions/084fee2a-1bca-4329-8004-c853f37ac68e.json,084fee2a-1bca-4329-8004-c853f37ac68e,published,false,true,1,Answerable (exactly one correct option),Paediatric Surgery
questions/08812fbd-e9bd-5ea0-bb8c-4c8efea681ad.json,08812fbd-e9bd-5ea0-bb8c-4c8efea681ad,published,false,true,1,Answerable (exactly one correct option),General Paediatrics
questions/0891d5aa-d2be-4528-a66e-2554ca479df3.json,0891d5aa-d2be-4528-a66e-2554ca479df3,published,true,true,1,Answerable (exactly one correct option),General Paediatrics
questions/08946a6c-dbe0-4381-9548-ec44eaa3e04a.json,08946a6c-dbe0-4381-9548-ec44eaa3e04a,published,true,true,1,Answerable (exactly one correct option),Paediatric Surgery
questions/08b89056-2d62-5321-b733-2457baa46db2.json,08b89056-2d62-5321-b733-2457baa46db2,published,false,true,1,Answerable (exactly one correct option),Paediatric Surgery
questions/08b901c9-8d4a-4bd8-b846-f89c927fc89d.json,08b901c9-8d4a-4bd8-b846-f89c927fc89d,published,true,true,1,Answerable (exactly one correct option),Paediatric Surgery
questions/08c07908-cee4-4a16-a582-839fa170435b.json,08c07908-cee4-4a16-a582-839fa170435b,published,true,true,1,Answerable (exactly one correct option),Paediatric Surgery
questions/08c563d1-b35c-477e-ba80-4fc5bb6e5a14.json,08c563d1-b35c-477e-ba80-4fc5bb6e5a14,published,false,true,1,Answerable (exactly one correct option),Paediatric Surgery
questions/08d5bb66-31a8-4175-84ad-c9f1ef8d652c.json,08d5bb66-31a8-4175-84ad-c9f1ef8d652c,published,true,true,1,Answerable (exactly one correct option),General Paediatrics
questions/08edb778-5197-585f-840e-651d0b098204.json,08edb778-5197-585f-840e-651d0b098204,published,false,true,1,Answerable (exactly one correct option),Paediatric Sub-specialties
questions/08f1b57f-76f2-51e8-a79d-72bafb93fbe6.json,08f1b57f-76f2-51e8-a79d-72bafb93fbe6,published,false,true,1,Answerable (exactly one correct option),Paediatric Surgery
questions/090204f2-f482-48f5-bb8f-a328c2e30957.json,090204f2-f482-48f5-bb8f-a328c2e30957,published,true,true,1,Answerable (exactly one correct option),Community-based Paediatrics
questions/0907259f-abf8-512c-8f41-0b95292b8ed5.json,0907259f-abf8-512c-8f41-0b95292b8ed5,published,false,true,1,Answerable (exactly one correct option),Paediatric Sub-specialties
questions/091b4333-cc4b-4418-94fa-1cfdddb7ef5d.json,091b4333-cc4b-4418-94fa-1cfdddb7ef5d,published,true,true,1,Answerable (exactly one correct option),Paediatric Surgery
questions/092c70d0-147c-5a84-b7ef-1d5de073ffec.json,092c70d0-147c-5a84-b7ef-1d5de073ffec,published,false,true,1,Answerable (exactly one correct option),Paediatric Surgery
questions/0996a8a8-433e-4649-916e-16774238e4ec.json,0996a8a8-433e-4649-916e-16774238e4ec,published,false,true,1,Answerable (exactly one correct option),Unclassified
questions/09ac3049-c5b0-4f9b-b5f0-3523952d6e2b.json,09ac3049-c5b0-4f9b-b5f0-3523952d6e2b,published,false,true,1,Answerable (exactly one correct option),Unclassified
questions/09b4bec0-65d4-5e98-a449-74a956d8d9a4.json,09b4bec0-65d4-5e98-a449-74a956d8d9a4,published,false,true,1,Answerable (exactly one correct option),Paediatric Surgery
questions/09e31afe-ec09-4349-88ba-a2bdf3d40bf5.json,09e31afe-ec09-4349-88ba-a2bdf3d40bf5,published,true,true,1,Answerable (exactly one correct option),General Paediatrics
questions/0a0ae9a0-5256-4036-b598-4e64f32ab3e1.json,0a0ae9a0-5256-4036-b598-4e64f32ab3e1,published,false,true,1,Answerable (exactly one correct option),Paediatric Sub-specialties
questions/0a0f779b-2da9-5cf8-9bfb-984f5f7e2877.json,0a0f779b-2da9-5cf8-9bfb-984f5f7e2877,published,false,true,1,Answerable (exactly one correct option),Paediatric Sub-specialties
questions/0a15734c-05dc-4aa9-96d7-5c9b0b65fde6.json,0a15734c-05dc-4aa9-96d7-5c9b0b65fde6,published,false,true,1,Answerable (exactly one correct option),Paediatric Sub-specialties
questions/0a169bc4-22c1-4398-adc8-ffc8d0d5c64d.json,0a169bc4-22c1-4398-adc8-ffc8d0d5c64d,published,true,true,1,Answerable (exactly one correct option),General Paediatrics
questions/0a1e0bf8-d481-5cc1-98f9-8fb98e943c9d.json,0a1e0bf8-d481-5cc1-98f9-8fb98e943c9d,published,false,true,1,Answerable (exactly one correct option),Paediatric Sub-specialties
questions/0a1e9eb9-803f-4a33-8896-ac40f068c3d3.json,0a1e9eb9-803f-4a33-8896-ac40f068c3d3,published,false,true,1,Answerable (exactly one correct option),Paediatric Surgery
questions/0a41e055-c9bf-447f-bbb6-0dc6e4533ca4.json,0a41e055-c9bf-447f-bbb6-0dc6e4533ca4,published,true,true,1,Answerable (exactly one correct option),Community-based Paediatrics
questions/0a4816f8-6c77-4b67-a9f3-14a57e13f40c.json,0a4816f8-6c77-4b67-a9f3-14a57e13f40c,published,false,true,1,Answerable (exactly one correct option),Paediatric Sub-specialties
questions/0a482394-c14a-4112-b5c7-ebf0bdf72301.json,0a482394-c14a-4112-b5c7-ebf0bdf72301,published,true,true,1,Answerable (exactly one correct option),Emergency Paediatrics
questions/0a4d7297-0ab9-5ba3-b0ae-3bde738bb34e.json,0a4d7297-0ab9-5ba3-b0ae-3bde738bb34e,published,false,true,1,Answerable (exactly one correct option),Emergency Paediatrics
questions/0a653a54-0099-4a35-9734-dc59b2f03666.json,0a653a54-0099-4a35-9734-dc59b2f03666,published,true,true,1,Answerable (exactly one correct option),Paediatric Sub-specialties
questions/0a86ebf5-521e-5ff4-9294-81914cb67b19.json,0a86ebf5-521e-5ff4-9294-81914cb67b19,published,false,true,1,Answerable (exactly one correct option),Paediatric Surgery
questions/0a93ecba-cdec-45df-bc4d-f39139ecd2f6.json,0a93ecba-cdec-45df-bc4d-f39139ecd2f6,published,false,true,1,Answerable (exactly one correct option),Paediatric Surgery
questions/0a9e217a-6fc9-50fc-b701-513c35120a87.json,0a9e217a-6fc9-50fc-b701-513c35120a87,published,false,true,1,Answerable (exactly one correct option),Emergency Paediatrics
questions/0ac448a9-0029-5425-bae0-71120079c5a1.json,0ac448a9-0029-5425-bae0-71120079c5a1,published,false,true,1,Answerable (exactly one correct option),Paediatric Surgery
questions/0acb64ff-ef1f-4c76-b9bb-18ec3c77f64d.json,0acb64ff-ef1f-4c76-b9bb-18ec3c77f64d,published,true,true,1,Answerable (exactly one correct option),Paediatric Surgery
questions/0aceee9c-2d21-477f-b9bd-e24df66e2d21.json,0aceee9c-2d21-477f-b9bd-e24df66e2d21,published,true,true,1,Answerable (exactly one correct option),Community-based Paediatrics
questions/0ad119ee-90e4-4337-b087-53462a70bbc4.json,0ad119ee-90e4-4337-b087-53462a70bbc4,published,false,true,1,Answerable (exactly one correct option),Paediatric Sub-specialties
questions/0ae604c0-81cb-515b-ae85-14ec41a417f3.json,0ae604c0-81cb-515b-ae85-14ec41a417f3,published,false,true,1,Answerable (exactly one correct option),Adolescent Medicine
questions/0aff5d67-098c-431c-b61d-0deff775dc19.json,0aff5d67-098c-431c-b61d-0deff775dc19,published,true,true,1,Answerable (exactly one correct option),General Paediatrics
questions/0b153494-ed3d-45ad-bcdb-e5f1fe9db438.json,0b153494-ed3d-45ad-bcdb-e5f1fe9db438,published,true,true,1,Answerable (exactly one correct option),General Paediatrics
questions/0b4a2d33-4b1e-46e1-95bb-cf9b4ecc648d.json,0b4a2d33-4b1e-46e1-95bb-cf9b4ecc648d,published,true,true,1,Answerable (exactly one correct option),General Paediatrics
questions/0b64c9ca-c602-5343-b98a-70f8283cae58.json,0b64c9ca-c602-5343-b98a-70f8283cae58,published,false,true,1,Answerable (exactly one correct option),Paediatric Sub-specialties
questions/0b651f04-b78a-4c44-87fe-c199318af9f8.json,0b651f04-b78a-4c44-87fe-c199318af9f8,published,false,true,1,Answerable (exactly one correct option),Paediatric Sub-specialties
questions/0b88524d-c0c0-4069-b3bf-21c04634e3a2.json,0b88524d-c0c0-4069-b3bf-21c04634e3a2,published,false,true,1,Answerable (exactly one correct option),Paediatric Sub-specialties
questions/0b8b4d6e-773b-4584-849d-529ce5a68721.json,0b8b4d6e-773b-4584-849d-529ce5a68721,published,false,true,1,Answerable (exactly one correct option),Unclassified
questions/0b9ade53-8a80-4029-b7b0-2bdc4fa967ad.json,0b9ade53-8a80-4029-b7b0-2bdc4fa967ad,published,true,true,1,Answerable (exactly one correct option),General Paediatrics
questions/0bb2f87e-a2ec-5e6d-8e52-80dadb1c4c65.json,0bb2f87e-a2ec-5e6d-8e52-80dadb1c4c65,published,false,true,1,Answerable (exactly one correct option),General Paediatrics
questions/0c0cff03-1c47-50e3-9333-5799619601d2.json,0c0cff03-1c47-50e3-9333-5799619601d2,published,false,true,1,Answerable (exactly one correct option),Paediatric Sub-specialties
questions/0c0ee630-d67d-4285-ab3d-1f398f3e61a2.json,0c0ee630-d67d-4285-ab3d-1f398f3e61a2,published,false,true,1,Answerable (exactly one correct option),Paediatric Sub-specialties
questions/0c5a57c9-565a-573f-b7b6-a8501dd5e5b0.json,0c5a57c9-565a-573f-b7b6-a8501dd5e5b0,published,false,true,1,Answerable (exactly one correct option),Paediatric Surgery
questions/0c8bf192-398c-4215-b3e2-f57f34ba1ca7.json,0c8bf192-398c-4215-b3e2-f57f34ba1ca7,published,true,true,1,Answerable (exactly one correct option),Community-based Paediatrics
questions/0cb0d933-6bff-4002-a069-92169b5cc8a1.json,0cb0d933-6bff-4002-a069-92169b5cc8a1,published,true,true,1,Answerable (exactly one correct option),Community-based Paediatrics
questions/0ccda8c8-91b3-45e5-89d4-63cf80ab517f.json,0ccda8c8-91b3-45e5-89d4-63cf80ab517f,published,false,true,1,Answerable (exactly one correct option),Paediatric Sub-specialties
questions/0cd507d3-0fcf-4e31-8008-c7c47e40587b.json,0cd507d3-0fcf-4e31-8008-c7c47e40587b,published,false,true,1,Answerable (exactly one correct option),Paediatric Sub-specialties
questions/0cda6e07-2e61-4990-9522-a16c391870a6.json,0cda6e07-2e61-4990-9522-a16c391870a6,published,false,true,1,Answerable (exactly one correct option),Paediatric Sub-specialties
questions/0d0f2c77-bda9-54e1-9d4e-3023f53758fe.json,0d0f2c77-bda9-54e1-9d4e-3023f53758fe,published,false,true,1,Answerable (exactly one correct option),Paediatric Surgery
questions/0d212eac-6628-4e7c-b824-6951b5c7cc2d.json,0d212eac-6628-4e7c-b824-6951b5c7cc2d,published,true,true,1,Answerable (exactly one correct option),Adolescent Medicine
questions/0d233f30-f0f5-57eb-8f55-fab9249b4cde.json,0d233f30-f0f5-57eb-8f55-fab9249b4cde,published,false,true,1,Answerable (exactly one correct option),Paediatric Sub-specialties
