file,id,status,is_cah_kat,answerable,correct_option_count,reason,curriculum
questions/0289abd1-9de1-4625-b3ab-9a865d0f8f84.json,0289abd1-9de1-4625-b3ab-9a865d0f8f84,published,true,true,1,Answerable (exactly one correct option),General Paediatrics
questions/02903c27-b3e7-46e2-b66d-f0a5bda6cfa0.json,02903c27-b3e7-46e2-b66d-f0a5bda6cfa0,published,true,true,1,Answerable (exactly one correct option),Community-based Paediatrics
questions/02a217d5-6d31-41e8-9817-761dcffa0a5e.json,02a217d5-6d31-41e8-9817-761dcffa0a5e,published,true,true,1,Answerable (exactly one correct option),Paediatric Surgery
questions/02a5bf09-ec76-403e-9d30-00e7d69f588f.json,02a5bf09-ec76-403e-9d30-00e7d69f588f,published,true,true,1,Answerable (exactly one correct option),Emergency Paediatrics
questions/0381b515-73d5-47f5-94a6-f32cffc32bc7.json,0381b515-73d5-47f5-94a6-f32cffc32bc7,published,true,true,1,Answerable (exactly one correct option),General Paediatrics
questions/048e145f-8ed6-4206-9198-0afc1f991d64.json,048e145f-8ed6-4206-9198-0afc1f991d64,published,true,true,1,Answerable (exactly one correct option),General Paediatrics
questions/049674cf-e4a8-4d50-a2fe-bc9951b23bc5.json,049674cf-e4a8-4d50-a2fe-bc9951b23bc5,published,true,true,1,Answerable (exactly one correct option),General Paediatrics
questions/04ecfc18-846d-428d-8fe1-5b3064fbbece.json,04ecfc18-846d-428d-8fe1-5b3064fbbece,published,true,true,1,Answerable (exactly one correct option),Paediatric Surgery
questions/05437216-ac00-4c1d-ba40-abfadcb59538.json,05437216-ac00-4c1d-ba40-abfadcb59538,published,false,true,1,Answerable (exactly one correct option),Unclassified
questions/0544831e-c005-4e4f-a786-2c9ef56ad4e2.json,0544831e-c005-4e4f-a786-2c9ef56ad4e2,published,true,true,1,Answerable (exactly one correct option),Emergency Paediatrics
questions/05589365-e0ea-4d87-a73d-9e64766cba51.json,05589365-e0ea-4d87-a73d-9e64766cba51,published,true,true,1,Answerable (exactly one correct option),Community-based Paediatrics
questions/05ec50fd-3ffe-4108-afe6-7a7b0709d1cc.json,05ec50fd-3ffe-4108-afe6-7a7b0709d1cc,published,true,true,1,Answerable (exactly one correct option),Paediatric Surgery
questions/061327d1-857a-4fb8-9612-69b439a52270.json,061327d1-857a-4fb8-9612-69b439a52270,published,true,false,0,No option has isCorrect=true,Emergency Paediatrics
questions/061ca428-fc3f-4e96-a8e6-72cc70a333f0.json,061ca428-fc3f-4e96-a8e6-72cc70a333f0,published,true,true,1,Answerable (exactly one correct option),General Paediatrics
questions/0653ead0-2207-4cf8-868b-91732cc39991.json,0653ead0-2207-4cf8-868b-91732cc39991,published,false,true,1,Answerable (exactly one correct option),Unclassified
questions/06cdc310-129c-4a1f-be7e-83ccc6bdf175.json,06cdc310-129c-4a1f-be7e-83ccc6bdf175,published,true,true,1,Answerable (exactly one correct option),Adolescent Medicine
questions/06d5a720-9077-4628-aede-d194e8e00ca7.json,06d5a720-9077-4628-aede-d194e8e00ca7,published,false,false,0,No option has isCorrect=true,Unclassified
questions/06f69521-b37b-40a1-a63d-c04c3e571cc3.json,06f69521-b37b-40a1-a63d-c04c3e571cc3,published,false,false,0,No option has isCorrect=true,Unclassified
questions/07219d5b-74be-445f-9ad9-b6e1eb45308d.json,07219d5b-74be-445f-9ad9-b6e1eb45308d,published,true,true,1,Answerable (exactly one correct option),Community-based Paediatrics
questions/07344dc7-e795-4d71-9fb2-665f664185d0.json,07344dc7-e795-4d71-9fb2-665f664185d0,published,true,true,1,Answerable (exactly one correct option),Community-based Paediatrics
questions/0749a602-7d7e-4f1c-b894-99d7812358d3.json,0749a602-7d7e-4f1c-b894-99d7812358d3,published,true,true,1,Answerable (exactly one correct option),Adolescent Medicine
questions/078b25e5-419b-4eee-819f-fe6bd070ff18.json,078b25e5-419b-4eee-819f-fe6bd070ff18,published,true,true,1,Answerable (exactly one correct option),Community-based Paediatrics
questions/07d98f25-e109-4f72-9246-987cebb1bc33.json,07d98f25-e109-4f72-9246-987cebb1bc33,published,true,true,1,Answerable (exactly one correct option),Paediatric Surgery
questions/08325073-1de2-4c22-b460-aee674221c19.json,08325073-1de2-4c22-b460-aee674221c19,published,true,true,1,Answerable (exactly one correct option),General Paediatrics
questions/0891d5aa-d2be-4528-a66e-2554ca479df3.json,0891d5aa-d2be-4528-a66e-2554ca479df3,published,false,false,0,No option has isCorrect=true,Unclassified
questions/08946a6c-dbe0-4381-9548-ec44eaa3e04a.json,08946a6c-dbe0-4381-9548-ec44eaa3e04a,published,true,true,1,Answerable (exactly one correct option),Paediatric Surgery
questions/08c07908-cee4-4a16-a582-839fa170435b.json,08c07908-cee4-4a16-a582-839fa170435b,published,true,true,1,Answerable (exactly one correct option),Paediatric Surgery
questions/08d5bb66-31a8-4175-84ad-c9f1ef8d652c.json,08d5bb66-31a8-4175-84ad-c9f1ef8d652c,published,true,true,1,Answerable (exactly one correct option),General Paediatrics
questions/090204f2-f482-48f5-bb8f-a328c2e30957.json,090204f2-f482-48f5-bb8f-a328c2e30957,published,true,true,1,Answerable (exactly one correct option),Community-based Paediatrics
questions/0996a8a8-433e-4649-916e-16774238e4ec.json,0996a8a8-433e-4649-916e-16774238e4ec,published,false,true,1,Answerable (exactly one correct option),Unclassified
questions/09ac3049-c5b0-4f9b-b5f0-3523952d6e2b.json,09ac3049-c5b0-4f9b-b5f0-3523952d6e2b,published,false,true,1,Answerable (exactly one correct option),Unclassified
questions/09e31afe-ec09-4349-88ba-a2bdf3d40bf5.json,09e31afe-ec09-4349-88ba-a2bdf3d40bf5,published,true,true,1,Answerable (exactly one correct option),General Paediatrics
questions/0a482394-c14a-4112-b5c7-ebf0bdf72301.json,0a482394-c14a-4112-b5c7-ebf0bdf72301,published,true,true,1,Answerable (exactly one correct option),Emergency Paediatrics
questions/0aff5d67-098c-431c-b61d-0deff775dc19.json,0aff5d67-098c-431c-b61d-0deff775dc19,published,false,false,0,No option has isCorrect=true,Unclassified
questions/0b153494-ed3d-45ad-bcdb-e5f1fe9db438.json,0b153494-ed3d-45ad-bcdb-e5f1fe9db438,published,false,false,0,No option has isCorrect=true,Unclassified
questions/0b4a2d33-4b1e-46e1-95bb-cf9b4ecc648d.json,0b4a2d33-4b1e-46e1-95bb-cf9b4ecc648d,published,true,true,1,Answerable (exactly one correct option),General Paediatrics
questions/0b8b4d6e-773b-4584-849d-529ce5a68721.json,0b8b4d6e-773b-4584-849d-529ce5a68721,published,false,true,1,Answerable (exactly one correct option),Unclassified
questions/0b9ade53-8a80-4029-b7b0-2bdc4fa967ad.json,0b9ade53-8a80-4029-b7b0-2bdc4fa967ad,published,true,true,1,Answerable (exactly one correct option),General Paediatrics
questions/0c8bf192-398c-4215-b3e2-f57f34ba1ca7.json,0c8bf192-398c-4215-b3e2-f57f34ba1ca7,published,true,true,1,Answerable (exactly one correct option),Community-based Paediatrics
questions/0d2e3d5d-42cf-4e67-9365-d535ae05cda5.json,0d2e3d5d-42cf-4e67-9365-d535ae05cda5,published,true,true,1,Answerable (exactly one correct option),Paediatric Surgery
questions/0de4a127-04a8-44f6-a25a-b6382c4fccf2.json,0de4a127-04a8-44f6-a25a-b6382c4fccf2,published,true,true,1,Answerable (exactly one correct option),Emergency Paediatrics
questions/0ded2b7f-23b7-4eb8-9d2b-2df580dcbd76.json,0ded2b7f-23b7-4eb8-9d2b-2df580dcbd76,published,true,true,1,Answerable (exactly one correct option),Community-based Paediatrics
questions/0e71425c-0fc6-4cc2-b668-c1ae40183a07.json,0e71425c-0fc6-4cc2-b668-c1ae40183a07,published,true,true,1,Answerable (exactly one correct option),General Paediatrics
questions/0e788b33-5632-4858-870f-41efc5a3b18d.json,0e788b33-5632-4858-870f-41efc5a3b18d,published,true,true,1,Answerable (exactly one correct option),General Paediatrics
questions/0e9eac4b-9f4e-4d52-8563-a6d6413d9b30.json,0e9eac4b-9f4e-4d52-8563-a6d6413d9b30,published,true,true,1,Answerable (exactly one correct option),Paediatric Surgery
questions/0e9f0f43-0696-428a-b968-424ead3c0a4e.json,0e9f0f43-0696-428a-b968-424ead3c0a4e,published,true,true,1,Answerable (exactly one correct option),General Paediatrics
questions/0eb60d3d-1fc3-441d-aa9d-98ef14a8697d.json,0eb60d3d-1fc3-441d-aa9d-98ef14a8697d,published,true,true,1,Answerable (exactly one correct option),Adolescent Medicine
questions/0ebc1599-7a12-411f-84e9-724ec3531891.json,0ebc1599-7a12-411f-84e9-724ec3531891,published,false,true,1,Answerable (exactly one correct option),Unclassified
questions/0ee889d3-d10a-4765-9583-97ff856bf645.json,0ee889d3-d10a-4765-9583-97ff856bf645,published,false,true,1,Answerable (exactly one correct option),Unclassified
questions/0ef77d5e-81ff-4b8f-963e-94bd8d66052c.json,0ef77d5e-81ff-4b8f-963e-94bd8d66052c,published,true,true,1,Answerable (exactly one correct option),Emergency Paediatrics
questions/0f08e870-e3e3-4550-ba80-e48e87258aa9.json,0f08e870-e3e3-4550-ba80-e48e87258aa9,published,true,true,1,Answerable (exactly one correct option),General Paediatrics
questions/0f16ede8-83e0-458f-911b-559131ea5aad.json,0f16ede8-83e0-458f-911b-559131ea5aad,published,true,false,0,No option has isCorrect=true,Paediatric Sub-specialties
questions/0f2013a6-9b77-491e-8570-b7da23d5343c.json,0f2013a6-9b77-491e-8570-b7da23d5343c,published,false,false,0,No option has isCorrect=true,Unclassified
questions/0f826bb0-4c5d-49ca-b04e-2ca622957368.json,0f826bb0-4c5d-49ca-b04e-2ca622957368,published,true,true,1,Answerable (exactly one correct option),General Paediatrics
questions/106934c3-17cd-4ff5-9e5a-f060de3c1c96.json,106934c3-17cd-4ff5-9e5a-f060de3c1c96,published,true,true,1,Answerable (exactly one correct option),Paediatric Surgery
questions/10db2a36-2108-4c78-9433-297e02825e10.json,10db2a36-2108-4c78-9433-297e02825e10,published,true,false,0,No option has isCorrect=true,Emergency Paediatrics
questions/11166fdb-884c-4657-88bd-029c8017471e.json,11166fdb-884c-4657-88bd-029c8017471e,published,true,true,1,Answerable (exactly one correct option),Paediatric Surgery
questions/1174c60b-0fd2-4bec-a124-fbef3c6312a1.json,1174c60b-0fd2-4bec-a124-fbef3c6312a1,published,false,false,0,No option has isCorrect=true,Unclassified
questions/1182516d-8f6a-4d51-bc83-66acf6624c2b.json,1182516d-8f6a-4d51-bc83-66acf6624c2b,published,true,true,1,Answerable (exactly one correct option),General Paediatrics
questions/119b73ad-55a6-405b-9421-bc31510c7df3.json,119b73ad-55a6-405b-9421-bc31510c7df3,published,true,true,1,Answerable (exactly one correct option),General Paediatrics
questions/11c1c91f-c752-41a7-a943-4fe3971478c8.json,11c1c91f-c752-41a7-a943-4fe3971478c8,published,true,false,0,No option has isCorrect=true,Emergency Paediatrics
questions/11c496f6-2a74-4e75-aa5e-3e12f8b13e73.json,11c496f6-2a74-4e75-aa5e-3e12f8b13e73,published,true,true,1,Answerable (exactly one correct option),Paediatric Surgery
questions/11d07162-8046-4765-ad2f-6e7f3f22c58b.json,11d07162-8046-4765-ad2f-6e7f3f22c58b,published,true,true,1,Answerable (exactly one correct option),General Paediatrics
questions/11e0bbc1-e846-43ac-87ef-9a0084bb6a90.json,11e0bbc1-e846-43ac-87ef-9a0084bb6a90,published,true,true,1,Answerable (exactly one correct option),General Paediatrics
questions/12113178-0986-4312-9255-c76096f8c5d8.json,12113178-0986-4312-9255-c76096f8c5d8,published,true,true,1,Answerable (exactly one correct option),General Paediatrics
questions/12358eb4-de0a-43cc-a6c8-e7f67a657965.json,12358eb4-de0a-43cc-a6c8-e7f67a657965,published,true,true,1,Answerable (exactly one correct option),Paediatric Surgery
questions/12733798-ab35-442f-be78-f4b01b97b191.json,12733798-ab35-442f-be78-f4b01b97b191,published,true,true,1,Answerable (exactly one correct option),Paediatric Surgery
questions/135b6f2b-47f1-4a36-8e77-f453e2fd3340.json,135b6f2b-47f1-4a36-8e77-f453e2fd3340,published,true,true,1,Answerable (exactly one correct option),General Paediatrics
questions/13a59355-5c02-4f2a-b174-ea51ee0c29c7.json,13a59355-5c02-4f2a-b174-ea51ee0c29c7,published,true,true,1,Answerable (exactly one correct option),General Paediatrics
questions/13e2c145-73c1-45aa-bbd6-479c1b05377b.json,13e2c145-73c1-45aa-bbd6-479c1b05377b,published,true,true,1,Answerable (exactly one correct option),General Paediatrics
questions/14948d27-378e-46b1-8053-0dad8eef6e15.json,14948d27-378e-46b1-8053-0dad8eef6e15,published,true,true,1,Answerable (exactly one correct option),General Paediatrics
questions/14aa2750-c4ac-4aa2-9500-09a36c407892.json,14aa2750-c4ac-4aa2-9500-09a36c407892,published,false,true,1,Answerable (exactly one correct option),Unclassified
questions/14c80c11-bffb-49bc-8dba-34952a82732b.json,14c80c11-bffb-49bc-8dba-34952a82732b,published,true,true,1,Answerable (exactly one correct option),General Paediatrics
questions/14d77d8a-42e8-45e5-9ebd-4b6e419a8387.json,14d77d8a-42e8-45e5-9ebd-4b6e419a8387,published,true,true,1,Answerable (exactly one correct option),Adolescent Medicine
questions/14d7919c-6e66-4e94-950d-a20cacfc77f8.json,14d7919c-6e66-4e94-950d-a20cacfc77f8,published,true,true,1,Answerable (exactly one correct option),Community-based Paediatrics
questions/14ecc84e-448f-43e7-bb09-6cff47e89b18.json,14ecc84e-448f-43e7-bb09-6cff47e89b18,published,false,true,1,Answerable (exactly one correct option),Unclassified
questions/15be61de-14a3-4f4f-9fdc-06c9c8bc780b.json,15be61de-14a3-4f4f-9fdc-06c9c8bc780b,published,true,true,1,Answerable (exactly one correct option),General Paediatrics
questions/15e8daf2-c79c-49d2-9fcd-2bd4bec73da2.json,15e8daf2-c79c-49d2-9fcd-2bd4bec73da2,published,true,true,1,Answerable (exactly one correct option),General Paediatrics
questions/165e8ffd-c503-4cc2-9972-986361d33484.json,165e8ffd-c503-4cc2-9972-986361d33484,published,true,true,1,Answerable (exactly one correct option),Community-based Paediatrics
questions/1698abdf-9fd2-4e3e-a2e3-55a9ae91ee86.json,1698abdf-9fd2-4e3e-a2e3-55a9ae91ee86,published,true,true,1,Answerable (exactly one correct option),Emergency Paediatrics
questions/16bbf485-ddfe-4ef6-ae5a-bbfffdad3f69.json,16bbf485-ddfe-4ef6-ae5a-bbfffdad3f69,published,true,true,1,Answerable (exactly one correct option),Community-based Paediatrics
questions/16ddb41b-5b89-44f9-a4f8-0a125f11d40c.json,16ddb41b-5b89-44f9-a4f8-0a125f11d40c,published,true,true,1,Answerable (exactly one correct option),General Paediatrics
questions/16e5e63b-fdd2-46cf-9f00-145961a72403.json,16e5e63b-fdd2-46cf-9f00-145961a72403,published,true,true,1,Answerable (exactly one correct option),Emergency Paediatrics
questions/175d620c-bb2f-43a5-94c4-c103261652c8.json,175d620c-bb2f-43a5-94c4-c103261652c8,published,true,true,1,Answerable (exactly one correct option),General Paediatrics
questions/176738b0-31bc-4219-a838-0a42f0c2d752.json,176738b0-31bc-4219-a838-0a42f0c2d752,published,false,true,1,Answerable (exactly one correct option),Unclassified
questions/17af322e-eb97-46d9-a9d2-fad9976e2ec8.json,17af322e-eb97-46d9-a9d2-fad9976e2ec8,published,true,true,1,Answerable (exactly one correct option),Community-based Paediatrics
questions/17e3b467-8159-45c9-b95f-704ca77c049b.json,17e3b467-8159-45c9-b95f-704ca77c049b,published,false,false,0,No option has isCorrect=true,Unclassified
questions/184a9116-0ea3-49b5-bb5c-37f6dc3c49ea.json,184a9116-0ea3-49b5-bb5c-37f6dc3c49ea,published,true,true,1,Answerable (exactly one correct option),General Paediatrics
questions/1870d4cd-eeb5-4694-8f5b-1877e6f749d3.json,1870d4cd-eeb5-4694-8f5b-1877e6f749d3,published,false,false,0,No option has isCorrect=true,Unclassified
questions/18c82304-8215-4b37-93e0-021bbb1dc647.json,18c82304-8215-4b37-93e0-021bbb1dc647,published,true,false,0,No option has isCorrect=true,Emergency Paediatrics
questions/18d3d4e7-967f-4653-bec5-9e9da6e3cb4c.json,18d3d4e7-967f-4653-bec5-9e9da6e3cb4c,published,true,true,1,Answerable (exactly one correct option),General Paediatrics
questions/18e17808-3ea6-42a6-9334-e615fb8017b5.json,18e17808-3ea6-42a6-9334-e615fb8017b5,published,true,true,1,Answerable (exactly one correct option),Paediatric Surgery
questions/18e95833-476e-4a08-9249-e993a5374ed1.json,18e95833-476e-4a08-9249-e993a5374ed1,published,false,false,0,No option has isCorrect=true,Unclassified
questions/18f403fb-d277-48e5-a9e9-f31eeb6e8bf8.json,18f403fb-d277-48e5-a9e9-f31eeb6e8bf8,published,false,false,0,No option has isCorrect=true,Unclassified
questions/19388ca6-afea-4604-bfc2-0d7c0f6f04b8.json,19388ca6-afea-4604-bfc2-0d7c0f6f04b8,published,false,false,0,No option has isCorrect=true,Unclassified
questions/19397ebe-b9eb-49ed-ba72-d5ab0ae74515.json,19397ebe-b9eb-49ed-ba72-d5ab0ae74515,published,true,false,0,No option has isCorrect=true,Emergency Paediatrics
questions/197fcba6-ffe6-4ae2-b0b5-ee83509cba8b.json,197fcba6-ffe6-4ae2-b0b5-ee83509cba8b,published,false,true,1,Answerable (exactly one correct option),Unclassified
questions/19fb81fa-d767-4225-9ae4-8406889e6e4c.json,19fb81fa-d767-4225-9ae4-8406889e6e4c,published,true,true,1,Answerable (exactly one correct option),General Paediatrics
questions/1a0f28d0-1e8e-45bf-8d6e-095bd8a28d83.json,1a0f28d0-1e8e-45bf-8d6e-095bd8a28d83,published,false,true,1,Answerable (exactly one correct option),Unclassified
questions/1a762751-82c3-42f5-8f53-14ef69988872.json,1a762751-82c3-42f5-8f53-14ef69988872,published,true,true,1,Answerable (exactly one correct option),General Paediatrics
questions/1ac68ed8-9c4c-4fb5-bb2c-10eb5528e673.json,1ac68ed8-9c4c-4fb5-bb2c-10eb5528e673,published,true,true,1,Answerable (exactly one correct option),Paediatric Surgery
questions/1ac979cc-8f62-40e5-8ac1-43df305c3b76.json,1ac979cc-8f62-40e5-8ac1-43df305c3b76,published,false,false,0,No option has isCorrect=true,Unclassified
questions/1ae95d28-2468-431b-9338-d4d5b3b80443.json,1ae95d28-2468-431b-9338-d4d5b3b80443,published,true,true,1,Answerable (exactly one correct option),General Paediatrics
questions/1b1362c5-a0da-4fd6-97c6-8faeae92cab5.json,1b1362c5-a0da-4fd6-97c6-8faeae92cab5,published,true,true,1,Answerable (exactly one correct option),Adolescent Medicine
questions/1b3cb28a-fa6a-4a3a-ac00-86037f46b100.json,1b3cb28a-fa6a-4a3a-ac00-86037f46b100,published,true,true,1,Answerable (exactly one correct option),Emergency Paediatrics
questions/1b77a4a0-a725-4d9e-b35a-cb638833c841.json,1b77a4a0-a725-4d9e-b35a-cb638833c841,published,true,true,1,Answerable (exactly one correct option),General Paediatrics
questions/1be61753-18a6-47cc-8440-fb9c2947a304.json,1be61753-18a6-47cc-8440-fb9c2947a304,published,true,true,1,Answerable (exactly one correct option),Emergency Paediatrics
questions/1bf75886-0c7c-42d8-8a26-9b00542b3ff3.json,1bf75886-0c7c-42d8-8a26-9b00542b3ff3,published,true,false,0,No option has isCorrect=true,General Paediatrics
questions/1c0a7504-2fdd-4e8b-9e3b-460938861be8.json,1c0a7504-2fdd-4e8b-9e3b-460938861be8,published,true,false,0,No option has isCorrect=true,Paediatric Sub-specialties
questions/1cb61378-a15d-4144-806e-ee0acd283fde.json,1cb61378-a15d-4144-806e-ee0acd283fde,published,true,true,1,Answerable (exactly one correct option),General Paediatrics
questions/1cc00549-c2ef-4bbf-87fe-3aa9917dc193.json,1cc00549-c2ef-4bbf-87fe-3aa9917dc193,published,true,true,1,Answerable (exactly one correct option),Emergency Paediatrics
questions/1ce8362a-7177-4f39-bbdb-5becec79097b.json,1ce8362a-7177-4f39-bbdb-5becec79097b,published,true,true,1,Answerable (exactly one correct option),General Paediatrics
questions/1d57d20b-4630-4e98-b926-dc5ee943c6ba.json,1d57d20b-4630-4e98-b926-dc5ee943c6ba,published,true,true,1,Answerable (exactly one correct option),Paediatric Surgery
questions/1e3b79f6-26ff-4e61-b673-a4c3d5a07dbb.json,1e3b79f6-26ff-4e61-b673-a4c3d5a07dbb,published,true,true,1,Answerable (exactly one correct option),General Paediatrics
questions/1e5f7cd7-703f-4945-8c41-f45e68eb4429.json,1e5f7cd7-703f-4945-8c41-f45e68eb4429,published,true,true,1,Answerable (exactly one correct option),General Paediatrics
questions/1effa773-c74d-44cb-8e6f-4a3eb78f0663.json,1effa773-c74d-44cb-8e6f-4a3eb78f0663,published,true,true,1,Answerable (exactly one correct option),General Paediatrics
questions/1f241386-ed53-4c1e-a401-f0943c00944a.json,1f241386-ed53-4c1e-a401-f0943c00944a,published,false,false,0,No option has isCorrect=true,Unclassified
questions/1f410602-df7d-4c1f-8f8c-3da5f33dc62b.json,1f410602-df7d-4c1f-8f8c-3da5f33dc62b,published,true,true,1,Answerable (exactly one correct option),General Paediatrics
questions/1f85e703-a7ef-4e8e-8a3f-376bb7cd5103.json,1f85e703-a7ef-4e8e-8a3f-376bb7cd5103,published,true,true,1,Answerable (exactly one correct option),General Paediatrics
questions/1fc5cf85-53a0-4d99-b1db-996790c139a5.json,1fc5cf85-53a0-4d99-b1db-996790c139a5,published,true,true,1,Answerable (exactly one correct option),Emergency Paediatrics
questions/200df83d-ac25-42e3-8599-14b4bfc11df9.json,200df83d-ac25-42e3-8599-14b4bfc11df9,published,true,true,1,Answerable (exactly one correct option),Community-based Paediatrics
questions/2063be61-1dba-442f-ae7f-1c976ff41bc4.json,2063be61-1dba-442f-ae7f-1c976ff41bc4,published,false,true,1,Answerable (exactly one correct option),Unclassified
questions/206ca0d7-0d8c-4d91-8c1d-213587e68a6e.json,206ca0d7-0d8c-4d91-8c1d-213587e68a6e,published,true,true,1,Answerable (exactly one correct option),General Paediatrics
questions/207a7b12-484c-47d0-b9c2-f8d7bf3391a0.json,207a7b12-484c-47d0-b9c2-f8d7bf3391a0,published,true,true,1,Answerable (exactly one correct option),General Paediatrics
questions/209ad875-d29a-4fa8-861a-6e2d47afe410.json,209ad875-d29a-4fa8-861a-6e2d47afe410,published,false,true,1,Answerable (exactly one correct option),Unclassified
questions/20f2aee8-eb4a-476c-adca-71fb215e5a90.json,20f2aee8-eb4a-476c-adca-71fb215e5a90,published,false,true,1,Answerable (exactly one correct option),Unclassified
questions/21587e72-0f2f-4632-a770-9aa744f3dd9d.json,21587e72-0f2f-4632-a770-9aa744f3dd9d,published,false,true,1,Answerable (exactly one correct option),Unclassified
questions/219229cf-ef6c-464c-a815-aa323b4946c2.json,219229cf-ef6c-464c-a815-aa323b4946c2,published,true,true,1,Answerable (exactly one correct option),General Paediatrics
questions/21ccb79a-68b2-4017-80e1-91f992b4ac95.json,21ccb79a-68b2-4017-80e1-91f992b4ac95,published,true,true,1,Answerable (exactly one correct option),Community-based Paediatrics
questions/21df3d2e-ef7b-4b91-89af-2955e5476fbe.json,21df3d2e-ef7b-4b91-89af-2955e5476fbe,published,true,true,1,Answerable (exactly one correct option),General Paediatrics
questions/227398cb-3df4-4967-bed1-da59a1fdf9dd.json,227398cb-3df4-4967-bed1-da59a1fdf9dd,published,true,true,1,Answerable (exactly one correct option),Emergency Paediatrics
questions/228fb4a8-d7b2-4de5-ac15-15e3fa0e28e5.json,228fb4a8-d7b2-4de5-ac15-15e3fa0e28e5,published,true,true,1,Answerable (exactly one correct option),General Paediatrics
questions/22e461fb-887a-4b67-9173-d3e3bf77802e.json,22e461fb-887a-4b67-9173-d3e3bf77802e,published,true,false,0,No option has isCorrect=true,Emergency Paediatrics
questions/23550e93-4324-4082-ad66-65a1da6e5b2b.json,23550e93-4324-4082-ad66-65a1da6e5b2b,published,false,true,1,Answerable (exactly one correct option),Unclassified
questions/2378f7a7-0f7a-43b2-9bbe-ea899d6dcca4.json,2378f7a7-0f7a-43b2-9bbe-ea899d6dcca4,published,true,true,1,Answerable (exactly one correct option),Emergency Paediatrics
questions/23843fb5-45cc-4d0a-bd2d-a3137dbc1661.json,23843fb5-45cc-4d0a-bd2d-a3137dbc1661,published,true,true,1,Answerable (exactly one correct option),General Paediatrics
questions/23c1f740-533d-4a27-a231-8ff93b589fca.json,23c1f740-533d-4a27-a231-8ff93b589fca,published,true,true,1,Answerable (exactly one correct option),Emergency Paediatrics
questions/23f0855a-cf5d-4d6e-8767-a34d5b9e4043.json,23f0855a-cf5d-4d6e-8767-a34d5b9e4043,published,true,true,1,Answerable (exactly one correct option),General Paediatrics
questions/2489d11f-fbc0-488c-819b-49121337e356.json,2489d11f-fbc0-488c-819b-49121337e356,published,false,false,0,No option has isCorrect=true,Unclassified
questions/24c575d3-4d56-43fa-ba59-7ec8a7cc47cf.json,24c575d3-4d56-43fa-ba59-7ec8a7cc47cf,published,true,true,1,Answerable (exactly one correct option),Paediatric Surgery
questions/24c974dd-1058-4ecf-bf3b-70fa70fd33eb.json,24c974dd-1058-4ecf-bf3b-70fa70fd33eb,published,true,true,1,Answerable (exactly one correct option),General Paediatrics
questions/24cb87fa-29f1-42a0-bf1a-2be57a1f24aa.json,24cb87fa-29f1-42a0-bf1a-2be57a1f24aa,published,false,false,0,No option has isCorrect=true,Unclassified
questions/2575cad2-5a0e-4e56-a23d-1f3858f315bd.json,2575cad2-5a0e-4e56-a23d-1f3858f315bd,published,true,true,1,Answerable (exactly one correct option),Emergency Paediatrics
questions/25c80bba-f6c3-46a8-b2d3-e45baf2cc279.json,25c80bba-f6c3-46a8-b2d3-e45baf2cc279,published,true,true,1,Answerable (exactly one correct option),General Paediatrics
questions/25f4a973-f45b-41dc-873f-64ce02a14764.json,25f4a973-f45b-41dc-873f-64ce02a14764,published,false,false,0,No option has isCorrect=true,Unclassified
