file,id,status,createdBy,curriculum,stem
drafts/0490df25-ce67-4fbe-832e-0374a4e1c9af.json,0490df25-ce67-4fbe-832e-0374a4e1c9af,draft,manual,Paediatric Sub-specialties,Which of the following is considered a 'red flag' when monitoring a child with macrocephaly?
drafts/04a571ac-d323-46bd-a8ed-eb8ff77893d6.json,04a571ac-d323-46bd-a8ed-eb8ff77893d6,draft,manual,Paediatric Sub-specialties,"A child presents with neutropenia, failure to thrive, and signs of pancreatic insufficiency (steatorrhea). Which syndrome should be considered?"
drafts/04d1c327-28ca-4f57-b024-b7bb0bbe1771.json,04d1c327-28ca-4f57-b024-b7bb0bbe1771,draft,manual,Emergency Paediatrics,"According to the provided statistics, approximately what percentage of parents experience medicalized trauma?"
drafts/04f9e5f8-c7d7-41ea-98d3-b5924f0fdf6f.json,04f9e5f8-c7d7-41ea-98d3-b5924f0fdf6f,draft,ai,Adolescent Medicine,"A 15-year-old girl in a Sydney paediatric clinic has changed friendship groups, joined different extracurricular groups, and is trying out different styles while saying she is ""working out where I fit."" Her mother worries this must mean something is seriously wrong. What is the **best interpretation** based on the notes?"
drafts/050282e3-3b40-40b5-ba38-5a89cf4e74e8.json,050282e3-3b40-40b5-ba38-5a89cf4e74e8,draft,manual,Paediatric Sub-specialties,What is considered the 'gold standard' for diagnosing obstructive sleep apnea in children?
drafts/051f3172-a63b-48ee-99e2-a2656a3ca618.json,051f3172-a63b-48ee-99e2-a2656a3ca618,draft,manual,Community-based Paediatrics,What is the estimated male-to-female ratio of ADHD prevalence mentioned in the source material?
drafts/052b6889-20e3-486e-a119-999419f364a8.json,052b6889-20e3-486e-a119-999419f364a8,draft,ai,Paediatric Sub-specialties,A 14-year-old with suspected eosinophilic oesophagitis asks which symptom pattern fits oesophageal dysfunction rather than a brief immediate allergic reaction. Which option best fits the notes?
drafts/056f5aeb-2048-4ea1-b7b4-b39571cfd4be.json,056f5aeb-2048-4ea1-b7b4-b39571cfd4be,draft,ai,Paediatric Surgery,"A paediatric registrar explains that many undescended testes descend spontaneously early in life. In a cohort of 100 newborn boys, about how many would be expected to **remain undescended by 3 months** according to the notes?"
drafts/05750cf8-bbbf-4123-8e69-51a47119ac5e.json,05750cf8-bbbf-4123-8e69-51a47119ac5e,draft,manual,Community-based Paediatrics,What mindset does the speaker recommend for clinicians when a patient enters their consulting room to improve cultural safety?
drafts/0591fbbc-3f64-44e6-9c3a-108feb9f67d7.json,0591fbbc-3f64-44e6-9c3a-108feb9f67d7,draft,ai,Community-based Paediatrics,"Because otitis media is especially prevalent in Aboriginal and Torres Strait Islander children, a remote clinic team reviews likely bacterial causes of acute otitis media. Which organism is identified in the source pack as the most common bacterial cause and the most common cause of acute complications?"
drafts/0655fda5-bbc6-47bb-809f-7a735086fc55.json,0655fda5-bbc6-47bb-809f-7a735086fc55,draft,manual,Paediatric Surgery,What is the primary indicator used to monitor and adjust the rate of fluid resuscitation in a burn patient?
drafts/06a7f0cd-e3ca-4799-b44e-4eaee53a4335.json,06a7f0cd-e3ca-4799-b44e-4eaee53a4335,draft,ai,Emergency Paediatrics,"In an **acute situation** where raised intracranial pressure is suspected, which imaging choice is supported by the notes?"
drafts/0717430f-4ccb-4c34-abd1-b96c78a0f864.json,0717430f-4ccb-4c34-abd1-b96c78a0f864,draft,manual,Paediatric Sub-specialties,"What is the recommended management for a child who has fully recovered from a single, simple febrile convulsion and is otherwise well?"
drafts/084fee2a-1bca-4329-8004-c853f37ac68e.json,084fee2a-1bca-4329-8004-c853f37ac68e,draft,ai,Paediatric Surgery,"According to the notes, where is Hirschsprung disease usually located?"
drafts/08b901c9-8d4a-4bd8-b846-f89c927fc89d.json,08b901c9-8d4a-4bd8-b846-f89c927fc89d,draft,manual,Paediatric Surgery,How does the use of a pacifier for an extended period typically affect the position of the teeth?
drafts/08c563d1-b35c-477e-ba80-4fc5bb6e5a14.json,08c563d1-b35c-477e-ba80-4fc5bb6e5a14,draft,ai,Paediatric Surgery,A junior doctor documents a groin swelling as an inguinal hernia and wants to classify it using the source pack terminology. Which pair is correct?
drafts/091b4333-cc4b-4418-94fa-1cfdddb7ef5d.json,091b4333-cc4b-4418-94fa-1cfdddb7ef5d,draft,manual,Paediatric Surgery,What is the expected long-term prognosis for 90% of children with transient synovitis?
drafts/0a0ae9a0-5256-4036-b598-4e64f32ab3e1.json,0a0ae9a0-5256-4036-b598-4e64f32ab3e1,draft,ai,Paediatric Sub-specialties,"A 10-month-old has vomiting and diarrhoea after several feeds, and the team is considering a delayed food-allergic mechanism. Before settling on that explanation, which alternative diagnosis does the source pack say is the biggest differential?"
drafts/0a15734c-05dc-4aa9-96d7-5c9b0b65fde6.json,0a15734c-05dc-4aa9-96d7-5c9b0b65fde6,draft,ai,Paediatric Sub-specialties,"A registrar is revising cystic fibrosis genetics and says that the common F508 mutation needs a drug that helps with channel opening. Based on the notes, which defect actually explains why a **corrector** is needed?"
drafts/0a169bc4-22c1-4398-adc8-ffc8d0d5c64d.json,0a169bc4-22c1-4398-adc8-ffc8d0d5c64d,draft,manual,General Paediatrics,"A child presents with a handlebar injury to the abdomen. According to the source, why is repeated clinical examination critical?"
drafts/0a1e9eb9-803f-4a33-8896-ac40f068c3d3.json,0a1e9eb9-803f-4a33-8896-ac40f068c3d3,draft,ai,Paediatric Surgery,A clinician is trying to decide whether a vomiting child has a medical or surgical cause for abdominal pain. Which finding is the **clearest exception** to the rule that medical causes should not produce guarding or rigidity?
drafts/0a41e055-c9bf-447f-bbb6-0dc6e4533ca4.json,0a41e055-c9bf-447f-bbb6-0dc6e4533ca4,draft,manual,Community-based Paediatrics,"According to Dr. Pollak, what are the three main clinical indicators used to refer a child for an ADHD evaluation?"
drafts/0a4816f8-6c77-4b67-a9f3-14a57e13f40c.json,0a4816f8-6c77-4b67-a9f3-14a57e13f40c,draft,ai,Paediatric Sub-specialties,A 9-year-old child has a low total white cell count. Which subtype of leukopaenia is stated to be most common in the study notes?
drafts/0a653a54-0099-4a35-9734-dc59b2f03666.json,0a653a54-0099-4a35-9734-dc59b2f03666,draft,manual,Paediatric Sub-specialties,Which of the following is identified as the most common underlying cause for hypertension in the pediatric population?
drafts/0a93ecba-cdec-45df-bc4d-f39139ecd2f6.json,0a93ecba-cdec-45df-bc4d-f39139ecd2f6,draft,ai,Paediatric Surgery,A 6-year-old has a recurrent swelling on the inner lower lip after habitual lip-biting. Which diagnosis best fits the source pack description?
drafts/0acb64ff-ef1f-4c76-b9bb-18ec3c77f64d.json,0acb64ff-ef1f-4c76-b9bb-18ec3c77f64d,draft,manual,Paediatric Surgery,Which of the following describes the long-term prognosis for approximately half of patients who had SCFE in adolescence?
drafts/0aceee9c-2d21-477f-b9bd-e24df66e2d21.json,0aceee9c-2d21-477f-b9bd-e24df66e2d21,draft,manual,Community-based Paediatrics,During which window of gestation is the pertussis-containing vaccine routinely recommended for pregnant women?
drafts/0ad119ee-90e4-4337-b087-53462a70bbc4.json,0ad119ee-90e4-4337-b087-53462a70bbc4,draft,ai,Paediatric Sub-specialties,A parent asks what normally causes functional closure of the foramen ovale after birth. Which answer is most accurate?
drafts/0b651f04-b78a-4c44-87fe-c199318af9f8.json,0b651f04-b78a-4c44-87fe-c199318af9f8,draft,ai,Paediatric Sub-specialties,"A 7-year-old boy presents with acute urinary retention, new constipation, and lower limb weakness developing over the same day. In a paediatric setting, which diagnosis should be treated as the neurological red flag that requires urgent escalation and imaging prioritisation?"
drafts/0b88524d-c0c0-4069-b3bf-21c04634e3a2.json,0b88524d-c0c0-4069-b3bf-21c04634e3a2,draft,ai,Paediatric Sub-specialties,"A child presents with recurrent facial swelling. Each episode improves temporarily with antibiotics, but the swelling keeps returning. There is no clear history of dental caries. Which feature most strongly supports keeping an odontogenic infection in the differential?"
drafts/0c0ee630-d67d-4285-ab3d-1f398f3e61a2.json,0c0ee630-d67d-4285-ab3d-1f398f3e61a2,draft,ai,Paediatric Sub-specialties,"For a strict internal SBA on renal investigations, which option is the safest best answer when asked what may accompany urinalysis in an individualised work-up?"
drafts/0cb0d933-6bff-4002-a069-92169b5cc8a1.json,0cb0d933-6bff-4002-a069-92169b5cc8a1,draft,manual,Community-based Paediatrics,"According to the source material, which age group in the Aboriginal and Torres Strait Islander population is currently experiencing an outbreak of infectious syphilis?"
drafts/0ccda8c8-91b3-45e5-89d4-63cf80ab517f.json,0ccda8c8-91b3-45e5-89d4-63cf80ab517f,draft,ai,Paediatric Sub-specialties,A 6-year-old boy is found to have leukopaenia on a full blood count done after several days of fever and coryza. He is otherwise well. Which additional laboratory pattern would be most concerning that the white cell abnormality is part of broader marrow involvement rather than an isolated issue?
drafts/0cd507d3-0fcf-4e31-8008-c7c47e40587b.json,0cd507d3-0fcf-4e31-8008-c7c47e40587b,draft,ai,Paediatric Sub-specialties,A 2-month-old infant has a newly obvious superficial infantile haemangioma on the upper arm. The parents ask about the usual long-term course. Which counselling point is most accurate?
drafts/0cda6e07-2e61-4990-9522-a16c391870a6.json,0cda6e07-2e61-4990-9522-a16c391870a6,draft,ai,Paediatric Sub-specialties,Why is a nasal **button battery** treated as a true urgency in the source pack?
drafts/0d212eac-6628-4e7c-b824-6951b5c7cc2d.json,0d212eac-6628-4e7c-b824-6951b5c7cc2d,draft,manual,Adolescent Medicine,What is the 'gold standard' for diagnosing Obstructive Sleep Apnea in the pediatric population?
drafts/0d36bfd1-d5bc-4aed-ad96-aa84c4e49556.json,0d36bfd1-d5bc-4aed-ad96-aa84c4e49556,draft,manual,Adolescent Medicine,Which of the following are identified as the primary drivers of morbidity and mortality in adolescents?
drafts/0d7b86de-94c0-41b3-acce-f9731a097cbf.json,0d7b86de-94c0-41b3-acce-f9731a097cbf,draft,manual,Community-based Paediatrics,A child presents with a faint rash and swelling of the salivary glands 8 days after receiving the MMR vaccine. What is the most likely explanation based on the source material?
drafts/0dd4b960-8da0-4a63-8e3c-0275a130541d.json,0dd4b960-8da0-4a63-8e3c-0275a130541d,draft,manual,Paediatric Sub-specialties,Which of the following is considered the 'gold standard' for the modern diagnosis of DMD?
drafts/0e00e3bb-4554-436a-b083-e914446b591a.json,0e00e3bb-4554-436a-b083-e914446b591a,draft,manual,Paediatric Sub-specialties,Which clinical presentation is most characteristic of a pediatric brain tumor located in the posterior fossa?
drafts/0e175957-5241-4c54-97e3-df372ff654ef.json,0e175957-5241-4c54-97e3-df372ff654ef,draft,manual,Paediatric Sub-specialties,Which clinical finding is considered a 'gold standard' for the bedside diagnosis of coarctation of the aorta?
drafts/0e308a8e-7ac1-483e-80a9-1e1592e26e59.json,0e308a8e-7ac1-483e-80a9-1e1592e26e59,draft,manual,Paediatric Surgery,"What is the most likely cause of redness at the foreskin in a boy who is still wearing nappies, according to Professor Holland?"
drafts/0e61db5c-3ef5-45f2-8047-a1e7a2247e5a.json,0e61db5c-3ef5-45f2-8047-a1e7a2247e5a,draft,manual,Paediatric Sub-specialties,The 'evanescent' rash associated with systemic JIA is most commonly described by which color and location?
drafts/0f3b56b3-ca07-4079-9c69-727f9b47a27c.json,0f3b56b3-ca07-4079-9c69-727f9b47a27c,draft,ai,Paediatric Sub-specialties,Which list contains **only CFTR correctors** according to the notes?
drafts/0f5d39b0-df0c-4488-97c1-832e3b6bb2fb.json,0f5d39b0-df0c-4488-97c1-832e3b6bb2fb,draft,ai,General Paediatrics,"An adolescent is being reviewed because a parent says, ""I'm not sure whether his development has always progressed normally."" Which history element is the most appropriate to include as part of a structured assessment?"
drafts/0fb10cb8-a7b3-4ea0-8773-32606689d110.json,0fb10cb8-a7b3-4ea0-8773-32606689d110,draft,manual,Paediatric Sub-specialties,What is the recommended mechanical technique for removing a non-battery foreign body from a child's nose using a curette?
drafts/0fecd421-81a6-468c-8c1f-f7de1b832554.json,0fecd421-81a6-468c-8c1f-f7de1b832554,draft,ai,Paediatric Surgery,"A child with a limp also has hepatosplenomegaly and anaemia. Within the allowed source pack, which broader cause should be prioritised?"
drafts/1050a694-37f5-46b4-8b1e-905d7ff569db.json,1050a694-37f5-46b4-8b1e-905d7ff569db,draft,ai,Paediatric Sub-specialties,A 2-year-old girl has a febrile convulsion lasting 4 minutes. Her parents ask whether they should use paracetamol straight away next time to prevent the convulsion from happening. Which response is best?
drafts/106731d4-2568-43d9-96ca-df9f89b4ef4a.json,106731d4-2568-43d9-96ca-df9f89b4ef4a,draft,manual,Paediatric Sub-specialties,Which of the following is a classic clinical sign used to assess for joint hypermobility?
drafts/1088501a-5a85-4399-b900-5db856738129.json,1088501a-5a85-4399-b900-5db856738129,draft,ai,Paediatric Sub-specialties,"A 9-month-old with an acute lower-airway illness is alert and maintaining colour, but has marked recession, nasal flaring, and accessory muscle use. In the source pack framework, these findings are best grouped as:"
drafts/10980e2e-8233-4e5b-8347-573f2e21b1e5.json,10980e2e-8233-4e5b-8347-573f2e21b1e5,draft,manual,General Paediatrics,Which of the following is considered a 'second line' treatment for nocturnal enuresis in older children?
drafts/10abcef5-2883-4b6e-be26-540124b9c286.json,10abcef5-2883-4b6e-be26-540124b9c286,draft,ai,Paediatric Sub-specialties,A clinician wants a nuclear medicine study that provides information on the differential function of each kidney in a child with renal tract concerns. Which scan does this?
drafts/10ccec07-d776-4f0a-95b3-36b2420016ec.json,10ccec07-d776-4f0a-95b3-36b2420016ec,draft,manual,Emergency Paediatrics,A 15-year-old boy shows significant wear on his upper anterior teeth but no signs of decay. He also has a morning cough and halitosis. What is the most likely cause of this tooth structure loss?
drafts/11064c0a-5658-49a1-9f82-b5e79f49175f.json,11064c0a-5658-49a1-9f82-b5e79f49175f,draft,ai,Paediatric Sub-specialties,A 6-year-old is prescribed montelukast as part of chronic asthma management. What daily dose is supported by the source pack for this age group?
drafts/113f9182-1d2d-431e-a126-f4762c3c509f.json,113f9182-1d2d-431e-a126-f4762c3c509f,draft,manual,Paediatric Surgery,Which term describes the region of bone located specifically between the physis and the epiphysis in a pediatric patient?
drafts/11b8d925-d581-4350-8ffb-24aa1bddb939.json,11b8d925-d581-4350-8ffb-24aa1bddb939,draft,ai,Paediatric Sub-specialties,A child has a low-pitched snoring noise from pharyngeal or nasal blockage. Which term best matches the notes?
drafts/121cc15f-1faa-4809-816b-42d11a3ac7cc.json,121cc15f-1faa-4809-816b-42d11a3ac7cc,draft,ai,Emergency Paediatrics,A febrile young infant has noisy breathing. Which sound-pattern pairing is correctly matched to the note excerpt?
drafts/125514b6-f452-412c-98e3-28da78990d58.json,125514b6-f452-412c-98e3-28da78990d58,draft,manual,Paediatric Sub-specialties,"In which patient population is the use of Beta-blockers, such as Atenolol, specifically contraindicated?"
drafts/129dd7cc-f8bc-4365-9bfc-5c1842a11f11.json,129dd7cc-f8bc-4365-9bfc-5c1842a11f11,draft,manual,Paediatric Sub-specialties,A 7-year-old child presents with frequent eye-blinking and throat-clearing that have occurred daily for 14 months. What is the most appropriate classification for this condition?
drafts/13a23d65-3bfc-4c5f-b175-ed553b2adc53.json,13a23d65-3bfc-4c5f-b175-ed553b2adc53,draft,ai,Paediatric Sub-specialties,An infant with suspected non-IgE-mediated food allergy is breastfed. The team recommends maternal elimination. What counselling point should also be included if the mother needs to eliminate both cow milk and soy?
drafts/13c5c926-f22b-4324-b926-5fd18c5baa76.json,13c5c926-f22b-4324-b926-5fd18c5baa76,draft,ai,Paediatric Sub-specialties,"A 3-week-old infant is reviewed for umbilical redness with discharge, and the umbilical cord has still not separated. Which feature in this history is the strongest reason to consider an underlying immunodeficiency or immune dysregulation?"
drafts/1406d417-22e7-414f-9872-932576b82cf1.json,1406d417-22e7-414f-9872-932576b82cf1,draft,ai,Paediatric Sub-specialties,An adolescent is being discussed at orthopaedic oncology handover. Which site pattern is most consistent with Ewing sarcoma rather than osteosarcoma?
drafts/141a39f7-8b4d-4771-900e-856cc68cf1c6.json,141a39f7-8b4d-4771-900e-856cc68cf1c6,draft,ai,Adolescent Medicine,"A 14-year-old asks for help ""not making stupid relationship decisions."" She has started dating early, spends a lot of time home alone, is missing school, feels bad about herself, and has recently started drinking at parties. According to the notes, what is the **best focus for follow-up**?"
drafts/149132b1-fccf-459a-8463-cf955be475c3.json,149132b1-fccf-459a-8463-cf955be475c3,draft,manual,Paediatric Surgery,"According to the Salter-Harris classification, a Type II injury involves which of the following?"
drafts/14c49e0d-606d-4fbf-b78d-51d8c8954f5e.json,14c49e0d-606d-4fbf-b78d-51d8c8954f5e,draft,manual,Paediatric Sub-specialties,Which symptom is a definitive indicator of anaphylaxis rather than a moderate allergic reaction?
drafts/15572832-8cc5-4bdd-b616-88e5dda8a5bc.json,15572832-8cc5-4bdd-b616-88e5dda8a5bc,draft,ai,Paediatric Surgery,"An 8-year-old child is brought to the emergency department after a playground collision. An upper central incisor has been avulsed. Based on the normal eruption timing in the provided notes, which interpretation is most likely?"
drafts/163140c2-14c3-4711-9951-e9b7bc5a482e.json,163140c2-14c3-4711-9951-e9b7bc5a482e,draft,manual,Adolescent Medicine,"In terms of age definitions provided in the text, how is 'Youth' categorized?"
drafts/16697e79-57e8-40b0-848d-b12fa2682ea2.json,16697e79-57e8-40b0-848d-b12fa2682ea2,draft,manual,Paediatric Sub-specialties,Which condition is associated with a macrocytic anemia where the red blood cells are larger than normal for the patient's age?
drafts/16a6d26a-ba26-46ba-ba2a-b39352c76c88.json,16a6d26a-ba26-46ba-ba2a-b39352c76c88,draft,manual,Paediatric Surgery,"What is a common clinical presentation of facial swelling in children with an odontogenic cause, as described in the text?"
drafts/16e0162b-82e6-45ac-9cd6-326196a04627.json,16e0162b-82e6-45ac-9cd6-326196a04627,draft,ai,Paediatric Sub-specialties,A school-age child has a persistent **brassy** cough between otherwise minor viral illnesses. Which specific diagnosis from the source pack is most strongly suggested by this cough quality?
drafts/17074664-5e1c-41ce-83a5-1771bba6e057.json,17074664-5e1c-41ce-83a5-1771bba6e057,draft,manual,Paediatric Surgery,What is the recommended age range for surgical intervention if a testis has not descended by three months of age?
drafts/1741b2ed-74da-4988-8d42-8f6b412319ed.json,1741b2ed-74da-4988-8d42-8f6b412319ed,draft,manual,Emergency Paediatrics,Which enzyme is responsible for converting bilirubin to its soluble diglucuronide form within the hepatocyte?
drafts/17818448-2268-4dbe-a786-51b3b198f053.json,17818448-2268-4dbe-a786-51b3b198f053,draft,manual,General Paediatrics,Which syndrome is identified as the most common one associated with congenital cataracts?
drafts/179f3524-1483-4217-9341-fb04c1246d70.json,179f3524-1483-4217-9341-fb04c1246d70,draft,ai,Paediatric Sub-specialties,"An 8-week-old infant presents with respiratory distress. A colleague keeps framing the problem as a transient neonatal lung issue. Based on the notes, which diagnosis should remain prominent in the differential for an older infant beyond the first few days of life?"
drafts/17a34c39-9cf8-440e-8a9e-41479b966c7e.json,17a34c39-9cf8-440e-8a9e-41479b966c7e,draft,ai,Community-based Paediatrics,A 6-week-old is reviewed for a firm lump at the injection site after vaccination. Which vaccine-specific AEFI in the source pack is associated with a lump at the injection site?
drafts/17c41691-3e76-48a3-891b-c280bf7ea071.json,17c41691-3e76-48a3-891b-c280bf7ea071,draft,manual,Paediatric Sub-specialties,What is the definitive test used to diagnose the presence of even slight strabismus?
drafts/17c5b09d-0695-491d-8c4d-000322af7515.json,17c5b09d-0695-491d-8c4d-000322af7515,draft,ai,General Paediatrics,"Parents of a 30-month-old boy report that he does not seem to notice people entering the room, rarely responds to sounds, and makes little eye contact. What is the most appropriate next step from the options below?"
drafts/17fa4477-fa92-440f-9571-c5c3d5ab4ec4.json,17fa4477-fa92-440f-9571-c5c3d5ab4ec4,draft,ai,Paediatric Sub-specialties,Which investigation is most appropriate when the clinical picture suggests **IgE-mediated sensitisation** rather than a delayed non-IgE-mediated process?
drafts/181996e7-43a5-41fc-8ef3-d1cc3a91308c.json,181996e7-43a5-41fc-8ef3-d1cc3a91308c,draft,manual,General Paediatrics,Which of the following is a symptom of hypocalcemia that may appear specifically in children under six months of age?
drafts/1838a800-ad07-42a9-81a8-138cb2d52a26.json,1838a800-ad07-42a9-81a8-138cb2d52a26,draft,ai,Paediatric Surgery,A neonatal handover identifies several boys for closer review of possible cryptorchidism risk. Which infant has the **strongest note-supported baseline risk profile**?
drafts/18ba6ddf-46e8-4fc4-a809-7969f5194a9a.json,18ba6ddf-46e8-4fc4-a809-7969f5194a9a,draft,ai,Paediatric Sub-specialties,An adolescent with diabetes is unwell at home. Their glucose is low and blood ketones are elevated. Which response best matches the source notes?
drafts/194d0340-8b2c-4523-8e50-1db95f5712ee.json,194d0340-8b2c-4523-8e50-1db95f5712ee,draft,ai,Adolescent Medicine,"During review, a 16-year-old answers 'yes' to using alcohol to relax or fit in, using substances while alone, and forgetting things while using them. What is the **best interpretation**?"
drafts/1961b3b4-1f5d-4dca-ac51-afe9ad7136f0.json,1961b3b4-1f5d-4dca-ac51-afe9ad7136f0,draft,ai,Community-based Paediatrics,"When explaining **why C2 deficiency may be associated with autoimmune disease**, which mechanism from the notes is most accurate?"
drafts/199bc3c8-9316-4af5-b890-3206b4863d49.json,199bc3c8-9316-4af5-b890-3206b4863d49,draft,manual,Adolescent Medicine,Chronic stress during early childhood can interfere with learning and memory by affecting which biological system?
drafts/19ec46ae-273a-404c-8032-5fc65dbebc76.json,19ec46ae-273a-404c-8032-5fc65dbebc76,draft,ai,Emergency Paediatrics,A toddler with suspected foreign body aspiration has unilateral overinflation on imaging. Which explanation best fits the mechanism described in the notes?
drafts/1a861924-fa2d-4d03-a18a-3adf9cf026d0.json,1a861924-fa2d-4d03-a18a-3adf9cf026d0,draft,ai,Paediatric Sub-specialties,"An 8-year-old has recurrent wheeze and cough, but spirometry efforts are inconsistent and not reproducible. Which is the best interpretation?"
drafts/1a8893ba-dca1-459d-8deb-204eaad8925e.json,1a8893ba-dca1-459d-8deb-204eaad8925e,draft,manual,Paediatric Sub-specialties,Why is head circumference monitoring most relevant during the first two years of life?
drafts/1a9209f3-f886-45af-80a1-34f1d7fc5e22.json,1a9209f3-f886-45af-80a1-34f1d7fc5e22,draft,manual,Community-based Paediatrics,"In the context of MRSA skin infections in areas like Dubbo, what is the recommended empiric therapy mentioned in the source?"
drafts/1b364e28-ee2a-4615-aa88-0657abb74bf2.json,1b364e28-ee2a-4615-aa88-0657abb74bf2,draft,ai,General Paediatrics,"At review, which anthropometric trend would keep increased loss from diarrhoea or malabsorption high on the differential?"
drafts/1b89f8cf-48a0-4011-bc39-ea4911ed6eea.json,1b89f8cf-48a0-4011-bc39-ea4911ed6eea,draft,ai,Adolescent Medicine,Which young person best fits the SCHN Trapeze transition service described in the notes?
drafts/1bd73b6a-7f9d-410e-b33e-cf5bc9df36e3.json,1bd73b6a-7f9d-410e-b33e-cf5bc9df36e3,draft,ai,Paediatric Sub-specialties,A 7-year-old presents with a swollen ankle that has persisted for 7 weeks. There is no defined alternative cause on assessment. Which statement best matches the note-based definition of juvenile idiopathic arthritis (JIA)?
drafts/1be93898-4746-479e-b9e2-35b9a3fdd81f.json,1be93898-4746-479e-b9e2-35b9a3fdd81f,draft,ai,Adolescent Medicine,"A 15-year-old says, ""There is no point trying to improve things at school because whether things go badly or well is just luck."" Which clinician response best supports the **resilience factor** highlighted in the notes?"
drafts/1bf1e229-733a-4839-a923-60382a45ea43.json,1bf1e229-733a-4839-a923-60382a45ea43,draft,manual,Emergency Paediatrics,What is the most common background pathogenesis for developmental delay according to the source material?
drafts/1c9cb139-1e67-4abb-8a11-b1501ead7093.json,1c9cb139-1e67-4abb-8a11-b1501ead7093,draft,manual,Paediatric Sub-specialties,"According to the source, what is the clinical utility of performing an EEG on a child who presents with headaches as their only symptom?"
drafts/1cd6a4ea-8aed-461c-ab20-a0c7ac5658a2.json,1cd6a4ea-8aed-461c-ab20-a0c7ac5658a2,draft,ai,Paediatric Surgery,"A 9-year-old girl is booked for a minor painful skin procedure in a paediatric surgical clinic. The team plans to use topical anaesthetic cream. Based on the source pack, when should this be given?"
